shipping_id,order_id,shipping_provider,shipping_region,delivery_days,shipping_status
177,177,DHL,South,7,Delayed
178,178,FedEx,West,5,In Transit
179,179,UPS,East,1,Delayed
180,180,UPS,Midwest,1,Delivered
181,181,USPS,West,3,In Transit
182,182,DHL,South,4,Delayed
183,183,UPS,West,9,Delivered
184,184,FedEx,South,2,Delayed
185,185,USPS,South,10,Delivered
186,186,DHL,South,3,Delivered
187,187,UPS,West,6,Delivered
188,188,UPS,East,6,Delayed
189,189,DHL,South,1,In Transit
190,190,UPS,East,4,In Transit
191,191,UPS,West,5,Delayed
192,192,FedEx,East,1,Delayed
193,193,FedEx,West,7,Delayed
194,194,UPS,West,8,Delayed
195,195,FedEx,Midwest,3,Delayed
196,196,DHL,West,5,Delivered
197,197,DHL,East,5,In Transit
198,198,UPS,West,5,In Transit
199,199,USPS,Midwest,9,In Transit
200,200,UPS,West,7,Delayed
201,201,DHL,West,6,Delivered
202,202,DHL,East,3,Delayed
203,203,DHL,West,7,Delayed
204,204,DHL,Midwest,1,Delivered
205,205,FedEx,South,3,In Transit
206,206,USPS,South,8,Delayed
207,207,USPS,South,7,Delivered
208,208,USPS,West,6,Delivered
209,209,UPS,South,5,In Transit
210,210,FedEx,West,1,Delivered
211,211,UPS,East,5,In Transit
212,212,DHL,South,1,Delivered
213,213,UPS,South,1,In Transit
214,214,USPS,West,4,Delivered
215,215,USPS,South,2,Delayed
216,216,USPS,Midwest,10,In Transit
217,217,FedEx,West,6,In Transit
218,218,USPS,Midwest,7,In Transit
219,219,USPS,Midwest,9,In Transit
220,220,USPS,West,4,Delivered
221,221,FedEx,West,1,Delivered
222,222,USPS,East,1,Delivered
223,223,DHL,South,5,In Transit
224,224,DHL,South,9,Delivered
225,225,UPS,South,6,In Transit
226,226,FedEx,South,9,In Transit
227,227,USPS,East,5,Delayed
228,228,USPS,West,1,Delivered
229,229,UPS,West,8,Delayed
230,230,USPS,Midwest,7,Delayed
231,231,UPS,East,5,Delayed
232,232,DHL,East,1,Delayed
233,233,USPS,East,9,In Transit
234,234,DHL,West,5,In Transit
235,235,FedEx,South,3,Delivered
236,236,DHL,East,5,Delivered
237,237,USPS,West,4,In Transit
238,238,USPS,Midwest,1,Delayed
239,239,FedEx,Midwest,7,In Transit
240,240,USPS,East,4,Delayed
241,241,USPS,Midwest,2,Delivered
242,242,DHL,South,7,Delayed
243,243,FedEx,South,8,Delivered
244,244,DHL,East,7,In Transit
245,245,UPS,Midwest,3,Delayed
246,246,USPS,West,7,Delivered
247,247,DHL,West,9,Delivered
248,248,USPS,Midwest,1,In Transit
249,249,UPS,West,9,Delivered
250,250,FedEx,West,10,In Transit
251,251,FedEx,Midwest,7,Delivered
252,252,UPS,East,5,Delivered
253,253,DHL,Midwest,8,In Transit
254,254,UPS,West,5,Delivered
255,255,DHL,West,6,Delayed
256,256,UPS,South,8,In Transit
257,257,DHL,South,8,In Transit
258,258,UPS,South,8,Delivered
259,259,FedEx,Midwest,1,Delivered
260,260,UPS,West,1,Delayed
261,261,USPS,East,1,Delivered
262,262,USPS,Midwest,7,Delayed
263,263,FedEx,West,6,In Transit
264,264,FedEx,South,6,Delivered
265,265,DHL,Midwest,10,Delivered
266,266,USPS,East,8,Delivered
267,267,UPS,East,9,Delivered
268,268,DHL,East,7,Delivered
269,269,DHL,South,9,Delayed
270,270,USPS,Midwest,10,Delivered
271,271,FedEx,East,6,Delivered
272,272,DHL,East,5,Delayed
273,273,UPS,West,10,Delivered
274,274,DHL,South,7,Delivered
275,275,UPS,Midwest,1,In Transit
276,276,FedEx,Midwest,10,Delivered
277,277,DHL,West,9,Delivered
278,278,FedEx,East,6,In Transit
279,279,USPS,Midwest,5,In Transit
280,280,DHL,South,5,In Transit
281,281,DHL,South,9,Delayed
282,282,DHL,West,7,Delayed
283,283,FedEx,West,2,Delayed
284,284,UPS,Midwest,4,In Transit
285,285,FedEx,East,5,In Transit
286,286,FedEx,East,5,Delayed
287,287,USPS,Midwest,4,Delivered
288,288,UPS,West,8,In Transit
289,289,USPS,South,2,Delivered
290,290,USPS,Midwest,2,Delayed
291,291,DHL,East,1,Delayed
292,292,FedEx,East,9,Delivered
293,293,USPS,East,3,In Transit
294,294,DHL,Midwest,10,Delivered
295,295,UPS,East,6,In Transit
296,296,UPS,West,2,Delivered
297,297,USPS,Midwest,9,Delayed
298,298,DHL,South,2,Delayed
299,299,UPS,West,2,Delayed
300,300,UPS,East,1,Delayed
301,301,UPS,Midwest,9,Delayed
302,302,FedEx,Midwest,9,In Transit
303,303,UPS,East,6,Delayed
304,304,FedEx,South,3,Delivered
305,305,UPS,South,4,Delivered
306,306,FedEx,South,10,Delayed
307,307,FedEx,Midwest,7,Delivered
308,308,FedEx,West,9,In Transit
309,309,DHL,Midwest,1,In Transit
310,310,UPS,South,8,Delivered
311,311,FedEx,East,1,Delayed
312,312,UPS,Midwest,3,Delivered
313,313,FedEx,East,10,In Transit
314,314,UPS,East,8,Delivered
315,315,UPS,South,3,In Transit
316,316,DHL,East,8,Delivered
317,317,FedEx,Midwest,5,Delayed
318,318,DHL,Midwest,8,In Transit
319,319,USPS,South,3,Delivered
320,320,UPS,Midwest,1,Delivered
321,321,DHL,East,8,Delivered
322,322,DHL,South,9,In Transit
323,323,USPS,Midwest,10,In Transit
324,324,DHL,South,6,Delayed
325,325,FedEx,South,2,In Transit
326,326,DHL,Midwest,4,Delivered
327,327,USPS,South,6,Delayed
328,328,USPS,Midwest,3,Delivered
329,329,UPS,Midwest,1,Delivered
330,330,UPS,West,8,Delayed
331,331,DHL,Midwest,6,Delayed
332,332,UPS,Midwest,1,In Transit
333,333,UPS,West,7,Delivered
334,334,DHL,West,3,Delayed
335,335,FedEx,South,10,Delayed
336,336,FedEx,East,10,In Transit
337,337,UPS,Midwest,3,In Transit
338,338,DHL,East,2,Delivered
339,339,USPS,East,10,Delayed
340,340,FedEx,West,2,In Transit
341,341,USPS,East,8,In Transit
342,342,FedEx,East,10,Delivered
343,343,FedEx,Midwest,5,Delayed
344,344,USPS,West,7,In Transit
345,345,DHL,Midwest,10,In Transit
346,346,UPS,East,9,In Transit
347,347,FedEx,West,4,Delivered
348,348,DHL,West,7,In Transit
349,349,UPS,South,1,Delivered
350,350,UPS,Midwest,6,Delivered
351,351,DHL,Midwest,7,Delivered
352,352,UPS,South,6,Delayed
353,353,DHL,East,8,In Transit
354,354,FedEx,Midwest,9,Delivered
355,355,UPS,South,8,Delayed
356,356,USPS,Midwest,8,In Transit
357,357,DHL,South,6,Delayed
358,358,DHL,Midwest,10,In Transit
359,359,UPS,East,2,Delayed
360,360,DHL,West,6,Delayed
361,361,DHL,West,6,Delivered
362,362,DHL,West,5,Delivered
363,363,UPS,South,10,Delivered
364,364,UPS,Midwest,7,In Transit
365,365,DHL,West,1,Delayed
366,366,FedEx,West,2,In Transit
367,367,UPS,Midwest,7,Delivered
368,368,DHL,West,7,In Transit
369,369,UPS,Midwest,5,In Transit
370,370,UPS,East,9,Delivered
371,371,UPS,South,4,In Transit
372,372,FedEx,East,8,In Transit
373,373,FedEx,East,2,Delivered
374,374,DHL,Midwest,6,Delayed
375,375,USPS,West,4,In Transit
376,376,FedEx,East,10,Delayed
377,377,USPS,South,2,In Transit
378,378,USPS,West,7,Delivered
379,379,FedEx,West,9,Delayed
380,380,UPS,South,4,Delayed
381,381,UPS,South,8,In Transit
382,382,UPS,West,6,Delayed
383,383,USPS,South,5,Delivered
384,384,FedEx,South,7,In Transit
385,385,DHL,East,5,In Transit
386,386,USPS,South,8,Delayed
387,387,UPS,West,5,Delayed
388,388,UPS,South,7,Delayed
389,389,UPS,West,7,Delayed
390,390,USPS,South,3,Delayed
391,391,FedEx,Midwest,9,Delivered
392,392,DHL,West,6,Delivered
393,393,FedEx,Midwest,5,Delayed
394,394,FedEx,East,10,Delayed
395,395,USPS,East,3,In Transit
396,396,FedEx,Midwest,9,Delivered
397,397,DHL,South,9,Delivered
398,398,USPS,West,4,Delivered
399,399,DHL,East,7,Delivered
400,400,USPS,West,6,Delayed
401,401,FedEx,South,3,In Transit
402,402,UPS,Midwest,7,Delayed
403,403,USPS,Midwest,4,Delayed
404,404,DHL,Midwest,7,In Transit
405,405,UPS,Midwest,5,In Transit
406,406,USPS,Midwest,5,In Transit
407,407,USPS,West,10,Delayed
408,408,DHL,West,8,Delayed
409,409,USPS,South,7,Delayed
410,410,UPS,West,3,Delayed
411,411,DHL,West,8,In Transit
412,412,USPS,South,3,In Transit
413,413,USPS,West,1,Delivered
414,414,FedEx,West,6,Delivered
415,415,UPS,South,2,Delivered
416,416,DHL,East,2,Delivered
417,417,USPS,South,6,Delayed
418,418,USPS,West,10,Delivered
419,419,FedEx,East,2,In Transit
420,420,UPS,Midwest,5,Delivered
421,421,USPS,West,8,Delivered
422,422,USPS,West,9,Delayed
423,423,FedEx,West,8,In Transit
424,424,FedEx,South,1,In Transit
425,425,UPS,East,8,In Transit
426,426,FedEx,West,8,In Transit
427,427,FedEx,Midwest,1,Delayed
428,428,USPS,Midwest,3,In Transit
429,429,DHL,West,2,Delayed
430,430,USPS,East,8,Delivered
431,431,USPS,South,5,In Transit
432,432,USPS,South,9,Delayed
433,433,UPS,West,2,In Transit
434,434,USPS,West,2,In Transit
435,435,FedEx,Midwest,8,In Transit
436,436,DHL,South,9,Delayed
437,437,FedEx,West,2,In Transit
438,438,FedEx,East,10,In Transit
439,439,DHL,East,4,Delayed
440,440,FedEx,East,2,In Transit
441,441,USPS,West,6,Delayed
442,442,DHL,East,8,In Transit
443,443,USPS,East,3,In Transit
444,444,DHL,South,9,Delivered
445,445,DHL,South,3,Delivered
446,446,UPS,West,3,Delivered
447,447,FedEx,South,5,Delivered
448,448,USPS,Midwest,9,Delayed
449,449,FedEx,South,4,In Transit
450,450,USPS,East,1,In Transit
451,451,DHL,South,1,Delivered
452,452,UPS,South,4,Delivered
453,453,USPS,South,7,Delayed
454,454,FedEx,Midwest,4,In Transit
455,455,UPS,South,8,Delivered
456,456,FedEx,South,4,Delivered
457,457,USPS,East,9,Delayed
458,458,DHL,Midwest,10,Delayed
459,459,DHL,West,6,Delayed
460,460,DHL,West,6,In Transit
461,461,FedEx,Midwest,6,Delayed
462,462,UPS,South,1,Delayed
463,463,FedEx,South,8,Delivered
464,464,USPS,South,4,In Transit
465,465,USPS,West,10,Delivered
466,466,DHL,West,7,Delayed
467,467,UPS,South,3,In Transit
468,468,FedEx,Midwest,4,Delivered
469,469,FedEx,West,7,Delivered
470,470,DHL,East,9,Delayed
471,471,UPS,West,10,Delayed
472,472,FedEx,Midwest,6,Delivered
473,473,USPS,East,5,Delivered
474,474,USPS,East,4,In Transit
475,475,FedEx,Midwest,10,In Transit
476,476,UPS,West,8,Delivered
477,477,DHL,Midwest,7,In Transit
478,478,FedEx,Midwest,5,In Transit
479,479,UPS,East,3,Delivered
480,480,DHL,West,9,In Transit
481,481,UPS,South,1,Delivered
482,482,UPS,West,5,Delayed
483,483,USPS,Midwest,3,In Transit
484,484,FedEx,East,8,In Transit
485,485,FedEx,South,6,Delayed
486,486,DHL,East,5,In Transit
487,487,FedEx,East,6,In Transit
488,488,DHL,East,5,Delayed
489,489,DHL,West,6,In Transit
490,490,FedEx,West,2,Delivered
491,491,USPS,South,7,Delayed
492,492,FedEx,South,5,In Transit
493,493,FedEx,West,1,Delayed
494,494,DHL,East,6,Delayed
495,495,USPS,Midwest,2,Delayed
496,496,USPS,Midwest,7,Delivered
497,497,DHL,East,5,Delayed
498,498,FedEx,South,3,In Transit
499,499,UPS,West,5,Delivered
500,500,FedEx,East,6,Delayed
501,501,USPS,South,2,In Transit
502,502,UPS,East,7,Delayed
503,503,USPS,Midwest,1,In Transit
504,504,DHL,West,3,Delivered
505,505,FedEx,East,10,Delivered
506,506,UPS,Midwest,7,Delivered
507,507,DHL,South,4,Delayed
508,508,USPS,East,10,In Transit
509,509,FedEx,South,8,Delayed
510,510,DHL,West,7,In Transit
511,511,UPS,Midwest,4,In Transit
512,512,DHL,West,8,In Transit
513,513,FedEx,South,8,In Transit
514,514,FedEx,South,5,Delivered
515,515,UPS,West,2,In Transit
516,516,DHL,Midwest,7,In Transit
517,517,USPS,South,5,Delivered
518,518,DHL,West,4,Delayed
519,519,UPS,Midwest,3,In Transit
520,520,DHL,South,7,Delivered
521,521,DHL,East,1,In Transit
522,522,DHL,South,1,In Transit
523,523,DHL,West,9,Delayed
524,524,DHL,South,8,Delivered
525,525,UPS,East,7,Delivered
526,526,USPS,Midwest,9,In Transit
527,527,USPS,Midwest,1,Delivered
528,528,UPS,West,2,Delayed
529,529,DHL,South,3,Delayed
530,530,USPS,Midwest,4,In Transit
531,531,DHL,South,6,Delayed
532,532,UPS,Midwest,2,Delayed
533,533,UPS,West,7,Delayed
534,534,FedEx,East,6,Delayed
535,535,DHL,West,10,In Transit
536,536,USPS,East,3,In Transit
537,537,USPS,West,4,In Transit
538,538,USPS,South,8,Delayed
539,539,DHL,Midwest,5,Delayed
540,540,USPS,West,5,Delivered
541,541,FedEx,Midwest,3,Delayed
542,542,USPS,Midwest,7,Delivered
543,543,DHL,East,7,Delayed
544,544,UPS,West,6,In Transit
545,545,USPS,South,9,In Transit
546,546,DHL,West,4,Delivered
547,547,USPS,East,4,Delivered
548,548,USPS,West,1,Delayed
549,549,UPS,South,5,Delayed
550,550,USPS,South,2,Delayed
551,551,USPS,South,1,Delivered
552,552,USPS,Midwest,6,In Transit
553,553,USPS,Midwest,7,In Transit
554,554,DHL,South,5,Delayed
555,555,FedEx,East,8,In Transit
556,556,USPS,East,8,Delivered
557,557,UPS,South,6,Delayed
558,558,USPS,South,6,In Transit
559,559,DHL,East,4,In Transit
560,560,USPS,South,10,Delivered
561,561,FedEx,East,10,Delivered
562,562,DHL,West,7,Delivered
563,563,UPS,Midwest,1,Delayed
564,564,DHL,South,6,Delayed
565,565,FedEx,West,1,Delayed
566,566,UPS,East,5,Delivered
567,567,FedEx,East,10,In Transit
568,568,DHL,West,8,In Transit
569,569,DHL,West,4,Delayed
570,570,DHL,West,1,Delivered
571,571,USPS,South,4,Delayed
572,572,UPS,West,10,Delivered
573,573,UPS,East,8,In Transit
574,574,DHL,West,3,Delivered
575,575,USPS,East,9,Delayed
576,576,UPS,East,9,In Transit
577,577,FedEx,Midwest,6,Delayed
578,578,USPS,Midwest,3,Delivered
579,579,USPS,South,6,Delivered
580,580,USPS,East,1,In Transit
581,581,UPS,East,4,Delivered
582,582,FedEx,East,5,Delivered
583,583,DHL,South,9,In Transit
584,584,DHL,South,10,Delayed
585,585,USPS,West,1,In Transit
586,586,UPS,East,4,In Transit
587,587,UPS,Midwest,9,In Transit
588,588,UPS,West,7,In Transit
589,589,UPS,West,3,Delivered
590,590,FedEx,West,10,Delayed
591,591,USPS,South,3,In Transit
592,592,UPS,South,3,Delivered
593,593,UPS,West,6,In Transit
594,594,FedEx,Midwest,8,Delivered
595,595,UPS,East,6,Delivered
596,596,FedEx,East,7,In Transit
597,597,DHL,Midwest,2,Delayed
598,598,USPS,Midwest,10,Delivered
599,599,DHL,East,10,Delivered
600,600,DHL,East,6,In Transit
601,601,DHL,East,10,In Transit
602,602,DHL,South,1,In Transit
603,603,USPS,East,10,Delayed
604,604,UPS,East,7,In Transit
605,605,DHL,Midwest,2,Delayed
606,606,FedEx,East,3,In Transit
607,607,FedEx,Midwest,3,Delivered
608,608,DHL,West,7,Delayed
609,609,UPS,East,9,Delayed
610,610,FedEx,Midwest,8,Delivered
611,611,UPS,West,1,Delivered
612,612,FedEx,West,3,Delayed
613,613,UPS,South,3,In Transit
614,614,DHL,South,8,In Transit
615,615,USPS,Midwest,3,Delayed
616,616,UPS,West,6,Delayed
617,617,FedEx,Midwest,1,Delivered
618,618,UPS,West,3,Delayed
619,619,USPS,South,1,Delayed
620,620,USPS,West,8,Delivered
621,621,USPS,East,6,In Transit
622,622,FedEx,East,7,In Transit
623,623,FedEx,West,8,Delayed
624,624,DHL,West,3,Delayed
625,625,UPS,West,2,Delayed
626,626,UPS,South,1,Delivered
627,627,DHL,West,9,Delayed
628,628,UPS,South,6,Delayed
629,629,FedEx,West,8,Delayed
630,630,USPS,South,9,Delivered
631,631,DHL,West,7,In Transit
632,632,UPS,West,5,In Transit
633,633,UPS,West,9,In Transit
634,634,USPS,West,9,In Transit
635,635,UPS,West,6,Delayed
636,636,DHL,South,8,Delivered
637,637,USPS,Midwest,7,Delivered
638,638,DHL,East,9,In Transit
639,639,USPS,Midwest,2,Delivered
640,640,FedEx,Midwest,2,Delivered
641,641,DHL,Midwest,10,Delayed
642,642,USPS,East,4,Delayed
643,643,DHL,East,3,Delivered
644,644,DHL,South,6,Delayed
645,645,USPS,Midwest,1,Delayed
646,646,DHL,South,4,In Transit
647,647,USPS,Midwest,10,In Transit
648,648,USPS,Midwest,8,Delayed
649,649,FedEx,Midwest,8,In Transit
650,650,DHL,East,3,Delayed
651,651,DHL,South,7,In Transit
652,652,USPS,South,3,Delayed
653,653,FedEx,West,4,Delayed
654,654,FedEx,East,5,In Transit
655,655,UPS,West,8,Delivered
656,656,DHL,South,4,Delayed
657,657,USPS,East,10,Delivered
658,658,UPS,Midwest,1,Delayed
659,659,USPS,East,9,Delayed
660,660,USPS,South,10,Delayed
661,661,FedEx,Midwest,9,Delivered
662,662,USPS,West,10,In Transit
663,663,USPS,South,2,Delivered
664,664,DHL,South,7,Delayed
665,665,USPS,Midwest,2,Delivered
666,666,FedEx,South,4,In Transit
667,667,FedEx,South,8,In Transit
668,668,USPS,West,4,Delivered
669,669,DHL,South,4,In Transit
670,670,USPS,Midwest,6,Delayed
671,671,USPS,East,6,In Transit
672,672,USPS,West,2,Delayed
673,673,USPS,South,2,In Transit
674,674,FedEx,West,10,Delivered
675,675,USPS,Midwest,8,Delivered
676,676,DHL,West,1,In Transit
677,677,UPS,South,10,Delivered
678,678,UPS,South,5,Delayed
679,679,UPS,East,6,Delayed
680,680,DHL,Midwest,2,Delivered
681,681,USPS,West,3,Delivered
682,682,FedEx,East,4,Delivered
683,683,USPS,South,1,Delivered
684,684,FedEx,South,4,In Transit
685,685,FedEx,South,2,In Transit
686,686,UPS,South,5,In Transit
687,687,UPS,South,8,Delayed
688,688,USPS,West,6,Delivered
689,689,FedEx,West,8,Delayed
690,690,UPS,East,1,Delayed
691,691,USPS,Midwest,7,In Transit
692,692,UPS,South,8,In Transit
693,693,UPS,South,8,In Transit
694,694,FedEx,East,4,Delayed
695,695,DHL,South,10,Delayed
696,696,UPS,Midwest,7,Delayed
697,697,FedEx,Midwest,8,Delivered
698,698,FedEx,South,8,In Transit
699,699,UPS,Midwest,3,In Transit
700,700,UPS,West,2,Delayed
701,701,DHL,East,1,Delivered
702,702,DHL,South,4,Delayed
703,703,UPS,West,3,Delayed
704,704,DHL,Midwest,9,In Transit
705,705,DHL,South,1,In Transit
706,706,USPS,South,2,Delayed
707,707,USPS,South,6,Delayed
708,708,FedEx,East,5,Delivered
709,709,DHL,West,6,In Transit
710,710,USPS,South,5,Delivered
711,711,DHL,South,8,Delivered
712,712,DHL,South,4,In Transit
713,713,DHL,South,7,Delivered
714,714,DHL,South,9,In Transit
715,715,USPS,West,8,Delayed
716,716,FedEx,South,9,In Transit
717,717,FedEx,West,4,Delivered
718,718,DHL,South,6,Delivered
719,719,USPS,South,7,Delayed
720,720,UPS,West,3,In Transit
721,721,UPS,South,10,In Transit
722,722,DHL,South,8,Delivered
723,723,UPS,Midwest,8,Delayed
724,724,UPS,Midwest,3,Delayed
725,725,DHL,West,2,Delayed
726,726,DHL,South,3,Delivered
727,727,UPS,Midwest,7,In Transit
728,728,USPS,South,1,Delayed
729,729,UPS,East,1,Delivered
730,730,FedEx,East,10,Delayed
731,731,UPS,West,7,Delayed
732,732,UPS,Midwest,2,Delayed
733,733,FedEx,East,5,In Transit
734,734,USPS,South,9,Delivered
735,735,USPS,Midwest,4,Delivered
736,736,FedEx,Midwest,3,Delayed
737,737,USPS,East,3,In Transit
738,738,DHL,East,5,In Transit
739,739,FedEx,East,1,Delivered
740,740,DHL,Midwest,8,Delivered
741,741,FedEx,Midwest,4,Delayed
742,742,UPS,West,7,In Transit
743,743,DHL,East,10,Delivered
744,744,FedEx,East,1,In Transit
745,745,DHL,South,1,Delivered
746,746,DHL,Midwest,6,In Transit
747,747,FedEx,South,6,Delayed
748,748,UPS,West,7,Delivered
749,749,USPS,West,9,In Transit
750,750,UPS,East,6,Delivered
751,751,UPS,South,8,Delivered
752,752,FedEx,Midwest,7,Delayed
753,753,DHL,East,4,In Transit
754,754,USPS,Midwest,3,Delivered
755,755,DHL,Midwest,5,Delayed
756,756,FedEx,East,1,In Transit
757,757,DHL,Midwest,4,In Transit
758,758,USPS,Midwest,7,Delayed
759,759,USPS,West,8,In Transit
760,760,DHL,East,7,Delivered
761,761,UPS,West,3,In Transit
762,762,FedEx,Midwest,6,Delivered
763,763,USPS,South,10,Delivered
764,764,FedEx,East,10,Delayed
765,765,DHL,East,10,In Transit
766,766,UPS,Midwest,9,In Transit
767,767,FedEx,West,9,Delivered
768,768,DHL,South,1,Delivered
769,769,DHL,Midwest,9,Delivered
770,770,FedEx,East,3,In Transit
771,771,UPS,East,2,In Transit
772,772,FedEx,Midwest,3,In Transit
773,773,DHL,West,10,In Transit
